"date","dataset","reef","site","site.number","management","habitat","unique.id","depth","transect","transect.area","family","species","FG","length.cm","mass.g","biomass.kgha","abundance.500m2"
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.4",8,4,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",13,27.44053,1.0976212,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",9,18.83710471,0.753484188,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.4",8,4,250,"Monacanthidae","Cantherhines dumerilii",NA,15,78.01405081,3.120562033,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.2",8,2,250,"Monacanthidae","Cantherhines dumerilii",NA,17,110.6469436,4.425877746,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,250,"Monacanthidae","Cantherhines dumerilii",NA,18,129.7916842,5.191667366,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,250,"Monacanthidae","Cantherhines dumerilii",NA,13,52.31857098,2.092742839,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",11,36.59907549,1.46396302,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",11,36.59907549,1.46396302,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Monacanthidae","Cantherhines dumerilii",NA,17,110.6469436,4.425877746,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.1",8,1,250,"Monacanthidae","Cantherhines dumerilii",NA,17,110.6469436,4.425877746,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",11,35.25819,1.4103276,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",11,35.25819,1.4103276,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.3",8,3,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"13/03/2013","Maldives","Mahadhdhoo","Huvadhoo",8,"Fished","Exposed","Mahadhdhoo.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",11,35.25819,1.4103276,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.2",8,2,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Pomacanthidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.3",8,3,250,"Pomacanthidae","Hemitaurichthys zoster","Planktivore",11,35.25819,1.4103276,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Balistidae","Sufflamen bursa","Invertivore",11,36.59907549,1.46396302,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.4",8,4,250,"Chaetodontidae","Hemitaurichthys zoster","Planktivore",10,26.49,1.0596,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.1",8,1,250,"Monacanthidae","Cantherhines dumerilii",NA,16,93.41766874,3.736706749,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",14,74.54858406,2.981943362,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.4",8,4,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.1",8,1,250,"Balistidae","Sufflamen bursa","Invertivore",13,59.90934662,2.396373865,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.1",8,1,250,"Chaetodontidae","Chaetodon guttatissimus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon citrinellus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon citrinellus","Mixed-diet Feeder",10,25.27687077,1.011074831,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.2",8,2,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",12,42.04536875,1.68181475,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.3",8,3,250,"Balistidae","Sufflamen bursa","Invertivore",12,47.30928339,1.892371336,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",12,42.04536875,1.68181475,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.3",8,3,250,"Chaetodontidae","Chaetodon kleinii","Mixed-diet Feeder",12,42.04536875,1.68181475,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.3",8,3,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",12,21.58272,0.8633088,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.3",8,3,250,"Chaetodontidae","Forcipiger flavissimus","Invertivore",13,27.44053,1.0976212,2
