ChagosSP,ChagosFG,GBRSP,GBRFG,MaldivesSP,MaldivesFG,SeychellesSP,SeychellesFG
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Plectroglyphidodon leucozonus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus leucosternon,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Siganus spinus,Herbivore Grazer,,,Acanthurus lineatus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus lineatus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Acanthurus triostegus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus niger,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus niger,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus niger,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus bleekeri,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Naso brachycentron,Herbivore Browser,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus wardi,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Dischistodus melanotus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Dischistodus melanotus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Dischistodus melanotus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus rivulatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Hipposcarus longiceps,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus dimidiatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes fasciolatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Pomacentrus bankanensis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Plectroglyphidodon lacrymatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Stegastes apicalis,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Dischistodus melanotus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus psittacus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Chlorurus sordidus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Ctenochaetus striatus,Herbivore Grazer,,,Acanthurus nigrofuscus,Herbivore Grazer
,,Scarus frenatus,Herbivore Scraper,,,Acanthurus nigrofuscus,Herbivore Grazer
